Card Name,Front Face Name,Color,Color Code,Color Identity,Mana Cost,Mana Value,Rarity,Card Type,Cast Bucket,Required Colors,Hybrid Colors,Archetype Size Min,Archetypes,J2SJosh Rating,Rating Note,Second Half,Second Half Cost,Layout,Scryfall URL,Image URL,Collector Number
"Emrakul, the Exigent Doom","Emrakul, the Exigent Doom",Colorless,C,C,{10},10,Mythic,Legendary Creature — Eldrazi,Colorless,,,0,|White||Blue||Black||Red||Green||White/Blue||White/Black||White/Red||White/Green||Blue/Black||Blue/Red||Blue/Green||Black/Red||Black/Green||Red/Green||White/Blue/Black||White/Blue/Red||White/Blue/Green||White/Black/Red||White/Black/Green||White/Red/Green||Blue/Black/Red||Blue/Black/Green||Blue/Red/Green||Black/Red/Green||White/Blue/Black/Red||White/Blue/Black/Green||White/Blue/Red/Green||White/Black/Red/Green||Blue/Black/Red/Green||White/Blue/Black/Red/Green|,1.5,,,,normal,https://scryfall.com/card/fra/1/emrakul-the-exigent-doom,https://cards.scryfall.io/normal/front/c/3/c3ff8dd3-88a8-49dc-a59b-e2748680623c.jpg?1789060137,1
"Ruric Thar, Biomagus","Ruric Thar, Biomagus",Blue,U,U,{4}{U}{U},6,Uncommon,Legendary Creature — Ogre Crab Wizard,Mono Blue,U,,1,|Blue||White/Blue||Blue/Black||Blue/Red||Blue/Green||White/Blue/Black||White/Blue/Red||White/Blue/Green||Blue/Black/Red||Blue/Black/Green||Blue/Red/Green||White/Blue/Black/Red||White/Blue/Black/Green||White/Blue/Red/Green||Blue/Black/Red/Green||White/Blue/Black/Red/Green|,3.0,,,,normal,https://scryfall.com/card/fra/219/ruric-thar-biomagus,https://cards.scryfall.io/normal/front/0/0/00af4e87-5576-4a43-9422-4c35b2b66775.jpg?1789127229,219
"Samut, Tyrant of Naktamun","Samut, Tyrant of Naktamun",Blue,U,U,{1}{U},2,Rare,Legendary Creature — Human Wizard,Mono Blue,U,,1,|Blue||White/Blue||Blue/Black||Blue/Red||Blue/Green||White/Blue/Black||White/Blue/Red||White/Blue/Green||Blue/Black/Red||Blue/Black/Green||Blue/Red/Green||White/Blue/Black/Red||White/Blue/Black/Green||White/Blue/Red/Green||Blue/Black/Red/Green||White/Blue/Black/Red/Green|,2.0,,,,normal,https://scryfall.com/card/fra/220/samut-tyrant-of-naktamun,https://cards.scryfall.io/normal/front/6/d/6d7d8fa7-ce69-4a8c-9af0-55571393a244.jpg?1789729644,220
"Tetsuko Umezawa, Fugitive","Tetsuko Umezawa, Fugitive",Blue,U,U,{1}{U},2,Uncommon,Legendary Creature — Human Rogue,Mono Blue,U,,1,|Blue||White/Blue||Blue/Black||Blue/Red||Blue/Green||White/Blue/Black||White/Blue/Red||White/Blue/Green||Blue/Black/Red||Blue/Black/Green||Blue/Red/Green||White/Blue/Black/Red||White/Blue/Black/Green||White/Blue/Red/Green||Blue/Black/Red/Green||White/Blue/Black/Red/Green|,1.5,,,,normal,https://scryfall.com/card/fra/221/tetsuko-umezawa-fugitive,https://cards.scryfall.io/normal/front/3/9/3983d71e-3c23-4b36-b331-08e0707d8245.jpg?1789127702,221
"Traxos, Academy Guardian","Traxos, Academy Guardian",Blue,U,U,{3}{U},4,Uncommon,Legendary Artifact Creature — Dragon Construct,Mono Blue,U,,1,|Blue||White/Blue||Blue/Black||Blue/Red||Blue/Green||White/Blue/Black||White/Blue/Red||White/Blue/Green||Blue/Black/Red||Blue/Black/Green||Blue/Red/Green||White/Blue/Black/Red||White/Blue/Black/Green||White/Blue/Red/Green||Blue/Black/Red/Green||White/Blue/Black/Red/Green|,2.5,,,,normal,https://scryfall.com/card/fra/222/traxos-academy-guardian,https://cards.scryfall.io/normal/front/a/3/a349800f-b634-4e74-a9d9-185df37ad909.jpg?1789568451,222
Way of the Cryomancer,Way of the Cryomancer,Blue,U,U,{2}{U},3,Uncommon,Legendary Enchantment,Mono Blue,U,,1,|Blue||White/Blue||Blue/Black||Blue/Red||Blue/Green||White/Blue/Black||White/Blue/Red||White/Blue/Green||Blue/Black/Red||Blue/Black/Green||Blue/Red/Green||White/Blue/Black/Red||White/Blue/Black/Green||White/Blue/Red/Green||Blue/Black/Red/Green||White/Blue/Black/Red/Green|,2.5,,,,normal,https://scryfall.com/card/fra/223/way-of-the-cryomancer,https://cards.scryfall.io/normal/front/8/3/838b0efb-7398-4df9-8fdf-b8af43b47938.jpg?1789014637,223
Way of the Mind Sculptor,Way of the Mind Sculptor,Blue,U,U,{4}{U},5,Uncommon,Legendary Enchantment,Mono Blue,U,,1,|Blue||White/Blue||Blue/Black||Blue/Red||Blue/Green||White/Blue/Black||White/Blue/Red||White/Blue/Green||Blue/Black/Red||Blue/Black/Green||Blue/Red/Green||White/Blue/Black/Red||White/Blue/Black/Green||White/Blue/Red/Green||Blue/Black/Red/Green||White/Blue/Black/Red/Green|,1.5,,,,normal,https://scryfall.com/card/fra/224/way-of-the-mind-sculptor,https://cards.scryfall.io/normal/front/5/8/5838af68-66c3-4fe8-ab89-0a1721b0cfeb.jpg?1789729565,224
"Yargle, Goliath of Otaria","Yargle, Goliath of Otaria",Blue,U,U,{4}{U},5,Uncommon,Legendary Creature — Frog Spirit,Mono Blue,U,,1,|Blue||White/Blue||Blue/Black||Blue/Red||Blue/Green||White/Blue/Black||White/Blue/Red||White/Blue/Green||Blue/Black/Red||Blue/Black/Green||Blue/Red/Green||White/Blue/Black/Red||White/Blue/Black/Green||White/Blue/Red/Green||Blue/Black/Red/Green||White/Blue/Black/Red/Green|,1.5,,,,normal,https://scryfall.com/card/fra/225/yargle-goliath-of-otaria,https://cards.scryfall.io/normal/front/f/4/f45ba926-6496-4bd4-96eb-663946d56bbf.jpg?1789128043,225
"Yuriko, Hope from the Shadows","Yuriko, Hope from the Shadows",Blue,U,U,{U},1,Uncommon,Legendary Creature — Human Ninja,Mono Blue,U,,1,|Blue||White/Blue||Blue/Black||Blue/Red||Blue/Green||White/Blue/Black||White/Blue/Red||White/Blue/Green||Blue/Black/Red||Blue/Black/Green||Blue/Red/Green||White/Blue/Black/Red||White/Blue/Black/Green||White/Blue/Red/Green||Blue/Black/Red/Green||White/Blue/Black/Red/Green|,2.0,,,,normal,https://scryfall.com/card/fra/226/yuriko-hope-from-the-shadows,https://cards.scryfall.io/normal/front/4/5/45e81487-8b8c-480b-922a-eaa9edc7201d.jpg?1789127717,226
"Danitha, Spear of Agony","Danitha, Spear of Agony",Black,B,B,{2}{B},3,Uncommon,Legendary Creature — Human Knight,Mono Black,B,,1,|Black||White/Black||Blue/Black||Black/Red||Black/Green||White/Blue/Black||White/Black/Red||White/Black/Green||Blue/Black/Red||Blue/Black/Green||Black/Red/Green||White/Blue/Black/Red||White/Blue/Black/Green||White/Black/Red/Green||Blue/Black/Red/Green||White/Blue/Black/Red/Green|,2.0,,,,normal,https://scryfall.com/card/fra/227/danitha-spear-of-agony,https://cards.scryfall.io/normal/front/6/4/6489814b-3d10-423e-988c-324740d36748.jpg?1789127194,227
"Gallia, Tragic Host","Gallia, Tragic Host",Black,B,B,{1}{B},2,Uncommon,Legendary Creature — Zombie Satyr,Mono Black,B,,1,|Black||White/Black||Blue/Black||Black/Red||Black/Green||White/Blue/Black||White/Black/Red||White/Black/Green||Blue/Black/Red||Blue/Black/Green||Black/Red/Green||White/Blue/Black/Red||White/Blue/Black/Green||White/Black/Red/Green||Blue/Black/Red/Green||White/Blue/Black/Red/Green|,3.0,,,,normal,https://scryfall.com/card/fra/228/gallia-tragic-host,https://cards.scryfall.io/normal/front/4/9/498fa810-8522-4020-b773-52ad404c9f65.jpg?1789385697,228
"Garruk, Veiled Butcher","Garruk, Veiled Butcher",Black,B,B,{3}{B}{B},5,Mythic,Legendary Planeswalker — Garruk,Mono Black,B,,1,|Black||White/Black||Blue/Black||Black/Red||Black/Green||White/Blue/Black||White/Black/Red||White/Black/Green||Blue/Black/Red||Blue/Black/Green||Black/Red/Green||White/Blue/Black/Red||White/Blue/Black/Green||White/Black/Red/Green||Blue/Black/Red/Green||White/Blue/Black/Red/Green|,4.5,,,,normal,https://scryfall.com/card/fra/229/garruk-veiled-butcher,https://cards.scryfall.io/normal/front/d/4/d48bfb8a-d135-45f3-be99-4694b4b9ab93.jpg?1788329269,229
Gideon the Oathless,Gideon the Oathless,Black,B,B,{2}{B},3,Rare,Legendary Creature — Human Mercenary,Mono Black,B,,1,|Black||White/Black||Blue/Black||Black/Red||Black/Green||White/Blue/Black||White/Black/Red||White/Black/Green||Blue/Black/Red||Blue/Black/Green||Black/Red/Green||White/Blue/Black/Red||White/Blue/Black/Green||White/Black/Red/Green||Blue/Black/Red/Green||White/Blue/Black/Red/Green|,2.5,,,,normal,https://scryfall.com/card/fra/230/gideon-the-oathless,https://cards.scryfall.io/normal/front/c/9/c985b0d1-25bd-4069-aab7-a566ff27a8f6.jpg?1789127990,230
Liliana the Repentant,Liliana the Repentant,Black,B,B,{1}{B},2,Rare,Legendary Creature — Human Warlock,Mono Black,B,,1,|Black||White/Black||Blue/Black||Black/Red||Black/Green||White/Blue/Black||White/Black/Red||White/Black/Green||Blue/Black/Red||Blue/Black/Green||Black/Red/Green||White/Blue/Black/Red||White/Blue/Black/Green||White/Black/Red/Green||Blue/Black/Red/Green||White/Blue/Black/Red/Green|,3.0,,,,normal,https://scryfall.com/card/fra/231/liliana-the-repentant,https://cards.scryfall.io/normal/front/1/e/1eb25a6c-d6b4-465d-990e-f1ab86b26b69.jpg?1788329273,231
"Loot, the Anomaly","Loot, the Anomaly",Black,B,B,{2}{B},3,Uncommon,Legendary Creature — Beast Horror,Mono Black,B,,1,|Black||White/Black||Blue/Black||Black/Red||Black/Green||White/Blue/Black||White/Black/Red||White/Black/Green||Blue/Black/Red||Blue/Black/Green||Black/Red/Green||White/Blue/Black/Red||White/Blue/Black/Green||White/Black/Red/Green||Blue/Black/Red/Green||White/Blue/Black/Red/Green|,1.5,,,,normal,https://scryfall.com/card/fra/232/loot-the-anomaly,https://cards.scryfall.io/normal/front/4/f/4f6fd2fa-8bc8-4743-bbc8-b56475d64eff.jpg?1789568430,232
"Mabel, Bitter Recluse","Mabel, Bitter Recluse",Black,B,B,{B},1,Uncommon,Legendary Creature — Mouse Warlock,Mono Black,B,,1,|Black||White/Black||Blue/Black||Black/Red||Black/Green||White/Blue/Black||White/Black/Red||White/Black/Green||Blue/Black/Red||Blue/Black/Green||Black/Red/Green||White/Blue/Black/Red||White/Blue/Black/Green||White/Black/Red/Green||Blue/Black/Red/Green||White/Blue/Black/Red/Green|,2.0,,,,normal,https://scryfall.com/card/fra/233/mabel-bitter-recluse,https://cards.scryfall.io/normal/front/b/2/b2a412b0-2ae4-4552-bc5e-70654b6b9b4e.jpg?1789385677,233
"Massacre Girl, Most Wanted","Massacre Girl, Most Wanted",Black,B,B,{4}{B},5,Uncommon,Legendary Creature — Human Assassin,Mono Black,B,,1,|Black||White/Black||Blue/Black||Black/Red||Black/Green||White/Blue/Black||White/Black/Red||White/Black/Green||Blue/Black/Red||Blue/Black/Green||Black/Red/Green||White/Blue/Black/Red||White/Blue/Black/Green||White/Black/Red/Green||Blue/Black/Red/Green||White/Blue/Black/Red/Green|,2.5,,,,normal,https://scryfall.com/card/fra/234/massacre-girl-most-wanted,https://cards.scryfall.io/normal/front/9/0/9028d31f-9c41-47e3-885b-6a869bca8178.jpg?1789644882,234
"Proft, Sinister Mastermind","Proft, Sinister Mastermind",Black,B,B,{2}{B},3,Uncommon,Legendary Creature — Human Rogue,Mono Black,B,,1,|Black||White/Black||Blue/Black||Black/Red||Black/Green||White/Blue/Black||White/Black/Red||White/Black/Green||Blue/Black/Red||Blue/Black/Green||Black/Red/Green||White/Blue/Black/Red||White/Blue/Black/Green||White/Black/Red/Green||Blue/Black/Red/Green||White/Blue/Black/Red/Green|,2.0,,,,normal,https://scryfall.com/card/fra/235/proft-sinister-mastermind,https://cards.scryfall.io/normal/front/d/3/d36b0e06-cb82-4c48-bf35-e76f109116f6.jpg?1789127196,235
"Teyo, Diamondblade Mage","Teyo, Diamondblade Mage",Black,B,B,{3}{B},4,Uncommon,Legendary Creature — Human Warlock,Mono Black,B,,1,|Black||White/Black||Blue/Black||Black/Red||Black/Green||White/Blue/Black||White/Black/Red||White/Black/Green||Blue/Black/Red||Blue/Black/Green||Black/Red/Green||White/Blue/Black/Red||White/Blue/Black/Green||White/Black/Red/Green||Blue/Black/Red/Green||White/Blue/Black/Red/Green|,2.5,,,,normal,https://scryfall.com/card/fra/236/teyo-diamondblade-mage,https://cards.scryfall.io/normal/front/1/0/100c3b67-0c92-4224-b5ed-67789c612df7.jpg?1789470892,236
"Tinybones, Pocket Nuisance","Tinybones, Pocket Nuisance",Black,B,B,{2}{B},3,Uncommon,Legendary Creature — Skeleton Rogue,Mono Black,B,,1,|Black||White/Black||Blue/Black||Black/Red||Black/Green||White/Blue/Black||White/Black/Red||White/Black/Green||Blue/Black/Red||Blue/Black/Green||Black/Red/Green||White/Blue/Black/Red||White/Blue/Black/Green||White/Black/Red/Green||Blue/Black/Red/Green||White/Blue/Black/Red/Green|,2.0,,,,normal,https://scryfall.com/card/fra/237/tinybones-pocket-nuisance,https://cards.scryfall.io/normal/front/2/f/2f47ddf7-35b6-4205-8045-f057914c5f64.jpg?1788329294,237
Way of the Deathbringer,Way of the Deathbringer,Black,B,B,{2}{B},3,Uncommon,Legendary Enchantment,Mono Black,B,,1,|Black||White/Black||Blue/Black||Black/Red||Black/Green||White/Blue/Black||White/Black/Red||White/Black/Green||Blue/Black/Red||Blue/Black/Green||Black/Red/Green||White/Blue/Black/Red||White/Blue/Black/Green||White/Black/Red/Green||Blue/Black/Red/Green||White/Blue/Black/Red/Green|,1.5,,,,normal,https://scryfall.com/card/fra/238/way-of-the-deathbringer,https://cards.scryfall.io/normal/front/1/2/12dd46b2-e892-4660-b120-55766fd4d878.jpg?1789729576,238
Way of the Necromancer,Way of the Necromancer,Black,B,B,{1}{B},2,Uncommon,Legendary Enchantment,Mono Black,B,,1,|Black||White/Black||Blue/Black||Black/Red||Black/Green||White/Blue/Black||White/Black/Red||White/Black/Green||Blue/Black/Red||Blue/Black/Green||Black/Red/Green||White/Blue/Black/Red||White/Blue/Black/Green||White/Black/Red/Green||Blue/Black/Red/Green||White/Blue/Black/Red/Green|,1.0,,,,normal,https://scryfall.com/card/fra/239/way-of-the-necromancer,https://cards.scryfall.io/normal/front/a/0/a0ff9689-ea49-4fff-b37c-4abbaeb0f73d.jpg?1789729526,239
"Winter, Tormented Loner","Winter, Tormented Loner",Black,B,B,{2}{B},3,Uncommon,Legendary Creature — Human Warlock,Mono Black,B,,1,|Black||White/Black||Blue/Black||Black/Red||Black/Green||White/Blue/Black||White/Black/Red||White/Black/Green||Blue/Black/Red||Blue/Black/Green||Black/Red/Green||White/Blue/Black/Red||White/Blue/Black/Green||White/Black/Red/Green||Blue/Black/Red/Green||White/Blue/Black/Red/Green|,1.5,,,,normal,https://scryfall.com/card/fra/240/winter-tormented-loner,https://cards.scryfall.io/normal/front/9/6/9670f754-f41f-45ac-8e8b-025ad2c0f66b.jpg?1789127724,240
"Yargle, Glutton of Urborg","Yargle, Glutton of Urborg",Black,B,B,{4}{B},5,Uncommon,Legendary Creature — Frog Spirit,Mono Black,B,,1,|Black||White/Black||Blue/Black||Black/Red||Black/Green||White/Blue/Black||White/Black/Red||White/Black/Green||Blue/Black/Red||Blue/Black/Green||Black/Red/Green||White/Blue/Black/Red||White/Blue/Black/Green||White/Black/Red/Green||Blue/Black/Red/Green||White/Blue/Black/Red/Green|,1.5,,,,normal,https://scryfall.com/card/fra/241/yargle-glutton-of-urborg,https://cards.scryfall.io/normal/front/0/4/04c816fb-5951-4db1-8834-ed3f0b36bfe1.jpg?1789127722,241
Ajani Unrelenting,Ajani Unrelenting,Red,R,R,{4}{R}{R},6,Mythic,Legendary Planeswalker — Ajani,Mono Red,R,,1,|Red||White/Red||Blue/Red||Black/Red||Red/Green||White/Blue/Red||White/Black/Red||White/Red/Green||Blue/Black/Red||Blue/Red/Green||Black/Red/Green||White/Blue/Black/Red||White/Blue/Red/Green||White/Black/Red/Green||Blue/Black/Red/Green||White/Blue/Black/Red/Green|,5.0,,,,normal,https://scryfall.com/card/fra/242/ajani-unrelenting,https://cards.scryfall.io/normal/front/b/c/bc3c096f-7f6c-474c-a2c8-75d3e6ddd6f5.jpg?1788329317,242
"Arni, Renowned Champion","Arni, Renowned Champion",Red,R,R,{3}{R},4,Uncommon,Legendary Creature — Human Berserker,Mono Red,R,,1,|Red||White/Red||Blue/Red||Black/Red||Red/Green||White/Blue/Red||White/Black/Red||White/Red/Green||Blue/Black/Red||Blue/Red/Green||Black/Red/Green||White/Blue/Black/Red||White/Blue/Red/Green||White/Black/Red/Green||Blue/Black/Red/Green||White/Blue/Black/Red/Green|,2.0,,,,normal,https://scryfall.com/card/fra/243/arni-renowned-champion,https://cards.scryfall.io/normal/front/b/d/bd8db649-1dba-457d-8327-e1f1da1aab36.jpg?1789557035,243
"Chandra, Torch of Defiance","Chandra, Torch of Defiance",Red,R,R,{2}{R}{R},4,Mythic,Legendary Planeswalker — Chandra,Mono Red,R,,1,|Red||White/Red||Blue/Red||Black/Red||Red/Green||White/Blue/Red||White/Black/Red||White/Red/Green||Blue/Black/Red||Blue/Red/Green||Black/Red/Green||White/Blue/Black/Red||White/Blue/Red/Green||White/Black/Red/Green||Blue/Black/Red/Green||White/Blue/Black/Red/Green|,4.5,,,,normal,https://scryfall.com/card/fra/244/chandra-torch-of-defiance,https://cards.scryfall.io/normal/front/4/0/40cb22c8-cb03-45c9-bb0e-b8cabdcc43cd.jpg?1788329325,244
"Gallia, the Merrymaker","Gallia, the Merrymaker",Red,R,R,{1}{R},2,Uncommon,Legendary Creature — Satyr,Mono Red,R,,1,|Red||White/Red||Blue/Red||Black/Red||Red/Green||White/Blue/Red||White/Black/Red||White/Red/Green||Blue/Black/Red||Blue/Red/Green||Black/Red/Green||White/Blue/Black/Red||White/Blue/Red/Green||White/Black/Red/Green||Blue/Black/Red/Green||White/Blue/Black/Red/Green|,2.5,,,,normal,https://scryfall.com/card/fra/245/gallia-the-merrymaker,https://cards.scryfall.io/normal/front/f/2/f27d50f0-d76e-4ce1-a8d9-d997af6a5b41.jpg?1789385716,245
"Jiang Yanggu, Alone","Jiang Yanggu, Alone",Red,R,R,{4}{R},5,Uncommon,Legendary Creature — Human Berserker,Mono Red,R,,1,|Red||White/Red||Blue/Red||Black/Red||Red/Green||White/Blue/Red||White/Black/Red||White/Red/Green||Blue/Black/Red||Blue/Red/Green||Black/Red/Green||White/Blue/Black/Red||White/Blue/Red/Green||White/Black/Red/Green||Blue/Black/Red/Green||White/Blue/Black/Red/Green|,1.5,,,,normal,https://scryfall.com/card/fra/246/jiang-yanggu-alone,https://cards.scryfall.io/normal/front/e/8/e8c1ce21-b77d-40bf-9ed1-478604e71f5f.jpg?1789014416,246
Kiora of Fire and Ashes,Kiora of Fire and Ashes,Red,R,R,{4}{R}{R},6,Uncommon,Legendary Creature — Merfolk Noble,Mono Red,R,,1,|Red||White/Red||Blue/Red||Black/Red||Red/Green||White/Blue/Red||White/Black/Red||White/Red/Green||Blue/Black/Red||Blue/Red/Green||Black/Red/Green||White/Blue/Black/Red||White/Blue/Red/Green||White/Black/Red/Green||Blue/Black/Red/Green||White/Blue/Black/Red/Green|,4.0,,,,normal,https://scryfall.com/card/fra/247/kiora-of-fire-and-ashes,https://cards.scryfall.io/normal/front/0/8/08657053-86f9-4c52-abf0-d9cdd443ae3b.jpg?1789127995,247
"Koth, the Geomancer","Koth, the Geomancer",Red,R,R,{2}{R},3,Uncommon,Legendary Creature — Human Warrior,Mono Red,R,,1,|Red||White/Red||Blue/Red||Black/Red||Red/Green||White/Blue/Red||White/Black/Red||White/Red/Green||Blue/Black/Red||Blue/Red/Green||Black/Red/Green||White/Blue/Black/Red||White/Blue/Red/Green||White/Black/Red/Green||Blue/Black/Red/Green||White/Blue/Black/Red/Green|,2.5,,,,normal,https://scryfall.com/card/fra/248/koth-the-geomancer,https://cards.scryfall.io/normal/front/5/4/54f64e95-5a97-4d7c-9939-7f33a3165562.jpg?1789470892,248
"Marwyn, the Clearcutter","Marwyn, the Clearcutter",Red,R,R,{R},1,Uncommon,Legendary Creature — Elf Warrior,Mono Red,R,,1,|Red||White/Red||Blue/Red||Black/Red||Red/Green||White/Blue/Red||White/Black/Red||White/Red/Green||Blue/Black/Red||Blue/Red/Green||Black/Red/Green||White/Blue/Black/Red||White/Blue/Red/Green||White/Black/Red/Green||Blue/Black/Red/Green||White/Blue/Black/Red/Green|,3.0,,,,normal,https://scryfall.com/card/fra/249/marwyn-the-clearcutter,https://cards.scryfall.io/normal/front/f/9/f93da73c-ca8b-438e-8387-6109dac3fc1a.jpg?1789644549,249
"Pia, Determined Rebuilder","Pia, Determined Rebuilder",Red,R,R,{2}{R},3,Uncommon,Legendary Creature — Human Artificer,Mono Red,R,,1,|Red||White/Red||Blue/Red||Black/Red||Red/Green||White/Blue/Red||White/Black/Red||White/Red/Green||Blue/Black/Red||Blue/Red/Green||Black/Red/Green||White/Blue/Black/Red||White/Blue/Red/Green||White/Black/Red/Green||Blue/Black/Red/Green||White/Blue/Black/Red/Green|,2.5,,,,normal,https://scryfall.com/card/fra/250/pia-determined-rebuilder,https://cards.scryfall.io/normal/front/d/d/dd3faaf4-45ca-4714-8dbe-37102ec131cf.jpg?1789385851,250
"Samut, Hazoret's Champion","Samut, Hazoret's Champion",Red,R,R,{1}{R},2,Rare,Legendary Creature — Human Warrior Cleric,Mono Red,R,,1,|Red||White/Red||Blue/Red||Black/Red||Red/Green||White/Blue/Red||White/Black/Red||White/Red/Green||Blue/Black/Red||Blue/Red/Green||Black/Red/Green||White/Blue/Black/Red||White/Blue/Red/Green||White/Black/Red/Green||Blue/Black/Red/Green||White/Blue/Black/Red/Green|,3.0,,,,normal,https://scryfall.com/card/fra/251/samut-hazorets-champion,https://cards.scryfall.io/normal/front/b/a/ba920f23-f05c-410e-8516-c93abedf1d4d.jpg?1789729662,251
"Tetsuko Umezawa, Pursuer","Tetsuko Umezawa, Pursuer",Red,R,R,{3}{R},4,Uncommon,Legendary Creature — Human Mercenary,Mono Red,R,,1,|Red||White/Red||Blue/Red||Black/Red||Red/Green||White/Blue/Red||White/Black/Red||White/Red/Green||Blue/Black/Red||Blue/Red/Green||Black/Red/Green||White/Blue/Black/Red||White/Blue/Red/Green||White/Black/Red/Green||Blue/Black/Red/Green||White/Blue/Black/Red/Green|,2.5,,,,normal,https://scryfall.com/card/fra/252/tetsuko-umezawa-pursuer,https://cards.scryfall.io/normal/front/d/f/df818900-ce5e-4b0d-a927-c975cbef7eda.jpg?1789128002,252
"Tomik, Izzet Sparkmage","Tomik, Izzet Sparkmage",Red,R,R,{1}{R},2,Uncommon,Legendary Creature — Human Wizard,Mono Red,R,,1,|Red||White/Red||Blue/Red||Black/Red||Red/Green||White/Blue/Red||White/Black/Red||White/Red/Green||Blue/Black/Red||Blue/Red/Green||Black/Red/Green||White/Blue/Black/Red||White/Blue/Red/Green||White/Black/Red/Green||Blue/Black/Red/Green||White/Blue/Black/Red/Green|,1.5,,,,normal,https://scryfall.com/card/fra/253/tomik-izzet-sparkmage,https://cards.scryfall.io/normal/front/5/c/5c5afd5f-6f37-4c3e-83f0-68fdcea98810.jpg?1789729773,253
Way of the Pyromancer,Way of the Pyromancer,Red,R,R,{1}{R},2,Uncommon,Legendary Enchantment,Mono Red,R,,1,|Red||White/Red||Blue/Red||Black/Red||Red/Green||White/Blue/Red||White/Black/Red||White/Red/Green||Blue/Black/Red||Blue/Red/Green||Black/Red/Green||White/Blue/Black/Red||White/Blue/Red/Green||White/Black/Red/Green||Blue/Black/Red/Green||White/Blue/Black/Red/Green|,1.0,,,,normal,https://scryfall.com/card/fra/254/way-of-the-pyromancer,https://cards.scryfall.io/normal/front/c/1/c1a00020-7c14-4503-a057-5763704bb83e.jpg?1788878311,254
Way of the Warlord,Way of the Warlord,Red,R,R,{2}{R},3,Uncommon,Legendary Enchantment,Mono Red,R,,1,|Red||White/Red||Blue/Red||Black/Red||Red/Green||White/Blue/Red||White/Black/Red||White/Red/Green||Blue/Black/Red||Blue/Red/Green||Black/Red/Green||White/Blue/Black/Red||White/Blue/Red/Green||White/Black/Red/Green||Blue/Black/Red/Green||White/Blue/Black/Red/Green|,2.5,,,,normal,https://scryfall.com/card/fra/255/way-of-the-warlord,https://cards.scryfall.io/normal/front/6/d/6d86e410-20c4-4248-96bf-5780ece6274a.jpg?1789729585,255
"Winter, Team Player","Winter, Team Player",Red,R,R,{4}{R},5,Uncommon,Legendary Creature — Human Warrior,Mono Red,R,,1,|Red||White/Red||Blue/Red||Black/Red||Red/Green||White/Blue/Red||White/Black/Red||White/Red/Green||Blue/Black/Red||Blue/Red/Green||Black/Red/Green||White/Blue/Black/Red||White/Blue/Red/Green||White/Black/Red/Green||Blue/Black/Red/Green||White/Blue/Black/Red/Green|,1.5,,,,normal,https://scryfall.com/card/fra/256/winter-team-player,https://cards.scryfall.io/normal/front/d/f/df8713cd-3f4b-43ef-adbd-e37c2617c617.jpg?1789128020,256
"Edgar, Moonlit Sovereign","Edgar, Moonlit Sovereign",Green,G,G,{3}{G}{G},5,Uncommon,Legendary Creature — Werewolf Noble,Mono Green,G,,1,|Green||White/Green||Blue/Green||Black/Green||Red/Green||White/Blue/Green||White/Black/Green||White/Red/Green||Blue/Black/Green||Blue/Red/Green||Black/Red/Green||White/Blue/Black/Green||White/Blue/Red/Green||White/Black/Red/Green||Blue/Black/Red/Green||White/Blue/Black/Red/Green|,3.0,,,,normal,https://scryfall.com/card/fra/257/edgar-moonlit-sovereign,https://cards.scryfall.io/normal/front/d/a/dad6afc9-8505-4cdd-bf79-e9ba4670f2bb.jpg?1789127966,257
"Fblthp, Knows the Way","Fblthp, Knows the Way",Green,G,G,{X}{G}{G},2,Uncommon,Legendary Creature — Homunculus Scout,Mono Green,G,,1,|Green||White/Green||Blue/Green||Black/Green||Red/Green||White/Blue/Green||White/Black/Green||White/Red/Green||Blue/Black/Green||Blue/Red/Green||Black/Red/Green||White/Blue/Black/Green||White/Blue/Red/Green||White/Black/Red/Green||Blue/Black/Red/Green||White/Blue/Black/Red/Green|,2.5,,,,normal,https://scryfall.com/card/fra/258/fblthp-knows-the-way,https://cards.scryfall.io/normal/front/2/8/28fbb55a-5c9d-45ee-bf42-a84b1048f5d2.jpg?1789127976,258
"Garruk, Curse Breaker","Garruk, Curse Breaker",Green,G,G,{3}{G}{G},5,Mythic,Legendary Planeswalker — Garruk,Mono Green,G,,1,|Green||White/Green||Blue/Green||Black/Green||Red/Green||White/Blue/Green||White/Black/Green||White/Red/Green||Blue/Black/Green||Blue/Red/Green||Black/Red/Green||White/Blue/Black/Green||White/Blue/Red/Green||White/Black/Red/Green||Blue/Black/Red/Green||White/Blue/Black/Red/Green|,5.0,,,,normal,https://scryfall.com/card/fra/259/garruk-curse-breaker,https://cards.scryfall.io/normal/front/9/0/90ca5812-ceb5-46bd-b049-aed7ff10e6af.jpg?1788329370,259
Ghalta the Unstoppable,Ghalta the Unstoppable,Green,G,G,{8}{G},9,Uncommon,Legendary Creature — Elder Dinosaur,Mono Green,G,,1,|Green||White/Green||Blue/Green||Black/Green||Red/Green||White/Blue/Green||White/Black/Green||White/Red/Green||Blue/Black/Green||Blue/Red/Green||Black/Red/Green||White/Blue/Black/Green||White/Blue/Red/Green||White/Black/Red/Green||Blue/Black/Red/Green||White/Blue/Black/Red/Green|,2.0,,,,normal,https://scryfall.com/card/fra/260/ghalta-the-unstoppable,https://cards.scryfall.io/normal/front/1/d/1d535b5f-c916-4f16-89a7-9477578826d2.jpg?1788878290,260
